Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,33747,28900,28625,27403,62372,56303
1,D,39432,22895,22861,33112,62293,56007
2,R,61291,1549,55845,944,117136,2493
3,V,29937,32171,28417,27375,58354,59546
4,A,23429,38010,33986,21834,57415,59844
5,L,1525,58760,1030,53642,2555,112402
