,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,8.0,0,0,0,426652,0,0,0,0,0,0,0,438597,0,0,0,0,100018,2
1,8.4,0,0,0,426890,0,0,0,0,0,0,0,440962,0,0,0,0,100771,2
2,8.8,0,0,0,428398,0,0,0,0,0,0,0,440086,0,0,0,0,101467,2
3,9.2,0,0,0,425575,0,0,0,0,0,0,0,433394,0,0,0,0,91545,2
4,9.6,0,0,0,400988,0,0,0,0,0,0,0,408616,0,0,0,0,40541,2
5,9.7,0,0,0,393165,0,0,0,0,0,0,0,398785,0,0,0,0,24295,2
6,9.75,0,0,0,389027,0,0,0,0,0,0,0,395367,0,0,0,0,16744,2
7,9.8,0,0,0,385780,0,0,0,0,0,0,0,393290,0,0,0,0,10829,2
8,9.85,0,0,0,384195,0,0,0,0,0,0,0,390551,0,0,0,0,6403,2
9,9.9,0,0,0,381523,0,0,0,0,0,0,0,388311,0,0,0,0,3578,2
10,9.95,0,0,0,381661,0,0,0,0,0,0,0,389107,0,0,0,0,2721,2
11,10.0,0,0,0,382953,0,0,0,0,0,0,0,389921,0,0,0,0,3964,2
12,10.05,0,0,0,384815,0,0,0,0,0,0,0,390975,0,0,0,0,7078,2
13,10.1,0,0,0,386751,0,0,0,0,0,0,0,392104,0,0,0,0,11607,2
14,10.15,0,0,0,389755,0,0,0,0,0,0,0,396340,0,0,0,0,17243,2
15,10.2,0,0,0,392251,0,0,0,0,0,0,0,400496,0,0,0,0,24251,2
16,10.25,0,0,0,396160,0,0,0,0,0,0,0,403578,0,0,0,0,32694,2
17,10.3,0,0,0,401939,0,0,0,0,0,0,0,407958,0,0,0,0,41086,2
18,10.35,0,0,0,405505,0,0,0,0,0,0,0,411430,0,0,0,0,49309,2
19,10.4,0,0,0,409265,0,0,0,0,0,0,0,415465,0,0,0,0,57138,2
20,10.8,0,0,0,428245,0,0,0,0,0,0,0,435456,0,0,0,0,95592,2
21,11.2,0,0,0,430331,0,0,0,0,0,0,0,436807,0,0,0,0,100171,2
22,11.6,0,0,0,433048,0,0,0,0,0,0,0,437564,0,0,0,0,101273,2
23,12.0,0,0,0,433332,0,0,0,0,0,0,0,437139,0,0,0,0,100469,2
