,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,8.0,0,0,0,427692,0,0,0,0,0,0,0,440466,0,0,0,0,100681,2
1,8.4,0,0,0,425884,0,0,0,0,0,0,0,441092,0,0,0,0,100897,2
2,8.8,0,0,0,430121,0,0,0,0,0,0,0,441841,0,0,0,0,102109,2
3,9.2,0,0,0,424957,0,0,0,0,0,0,0,435507,0,0,0,0,92360,2
4,9.6,0,0,0,400250,0,0,0,0,0,0,0,407202,0,0,0,0,40954,2
5,9.7,0,0,0,391936,0,0,0,0,0,0,0,400996,0,0,0,0,24823,2
6,9.75,0,0,0,387798,0,0,0,0,0,0,0,395216,0,0,0,0,17220,2
7,9.8,0,0,0,385592,0,0,0,0,0,0,0,393224,0,0,0,0,10936,2
8,9.85,0,0,0,384695,0,0,0,0,0,0,0,389565,0,0,0,0,6305,2
9,9.9,0,0,0,381989,0,0,0,0,0,0,0,387175,0,0,0,0,3455,2
10,9.95,0,0,0,381287,0,0,0,0,0,0,0,388464,0,0,0,0,2682,2
11,10.0,0,0,0,381616,0,0,0,0,0,0,0,388917,0,0,0,0,3746,2
12,10.05,0,0,0,383143,0,0,0,0,0,0,0,390079,0,0,0,0,6577,2
13,10.1,0,0,0,386542,0,0,0,0,0,0,0,393430,0,0,0,0,11286,2
14,10.15,0,0,0,388303,0,0,0,0,0,0,0,395470,0,0,0,0,16814,2
15,10.2,0,0,0,391059,0,0,0,0,0,0,0,398297,0,0,0,0,23734,2
16,10.25,0,0,0,396951,0,0,0,0,0,0,0,404096,0,0,0,0,31732,2
17,10.3,0,0,0,400691,0,0,0,0,0,0,0,407469,0,0,0,0,40103,2
18,10.35,0,0,0,403855,0,0,0,0,0,0,0,411233,0,0,0,0,48525,2
19,10.4,0,0,0,408650,0,0,0,0,0,0,0,415865,0,0,0,0,56923,2
20,10.8,0,0,0,428606,0,0,0,0,0,0,0,434799,0,0,0,0,95730,2
21,11.2,0,0,0,430316,0,0,0,0,0,0,0,435963,0,0,0,0,100592,2
22,11.6,0,0,0,431950,0,0,0,0,0,0,0,436636,0,0,0,0,100279,2
23,12.0,0,0,0,432536,0,0,0,0,0,0,0,437570,0,0,0,0,100927,2
