,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,7.95,0,0,0,426591,0,0,0,0,0,0,0,440900,0,0,0,0,100338,2
1,8.35,0,0,0,426812,0,0,0,0,0,0,0,439366,0,0,0,0,100265,2
2,8.75,0,0,0,428262,0,0,0,0,0,0,0,439236,0,0,0,0,100828,2
3,9.15,0,0,0,425221,0,0,0,0,0,0,0,436919,0,0,0,0,94503,2
4,9.55,0,0,0,403235,0,0,0,0,0,0,0,412096,0,0,0,0,49125,2
5,9.75,0,0,0,387611,0,0,0,0,0,0,0,394579,0,0,0,0,16590,2
6,9.8,0,0,0,385791,0,0,0,0,0,0,0,393964,0,0,0,0,10466,2
7,9.85,0,0,0,381841,0,0,0,0,0,0,0,389894,0,0,0,0,6097,2
8,9.9,0,0,0,382790,0,0,0,0,0,0,0,387980,0,0,0,0,3507,2
9,9.95,0,0,0,381878,0,0,0,0,0,0,0,388147,0,0,0,0,2624,2
10,10.0,0,0,0,383209,0,0,0,0,0,0,0,389675,0,0,0,0,3998,2
11,10.05,0,0,0,384322,0,0,0,0,0,0,0,390892,0,0,0,0,7087,2
12,10.1,0,0,0,387407,0,0,0,0,0,0,0,392483,0,0,0,0,11786,2
13,10.15,0,0,0,389869,0,0,0,0,0,0,0,395591,0,0,0,0,17812,2
14,10.35,0,0,0,404406,0,0,0,0,0,0,0,412406,0,0,0,0,48975,2
15,10.75,0,0,0,427636,0,0,0,0,0,0,0,433952,0,0,0,0,92999,2
16,11.15,0,0,0,430700,0,0,0,0,0,0,0,436527,0,0,0,0,99615,2
17,11.55,0,0,0,431511,0,0,0,0,0,0,0,437209,0,0,0,0,100053,2
18,11.95,0,0,0,432844,0,0,0,0,0,0,0,437983,0,0,0,0,100677,2
