,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,8.0,0,0,0,428440,0,0,0,0,0,0,0,439077,0,0,0,0,100328,2
1,8.4,0,0,0,428001,0,0,0,0,0,0,0,442795,0,0,0,0,101727,2
2,8.8,0,0,0,428873,0,0,0,0,0,0,0,439730,0,0,0,0,100960,2
3,9.2,0,0,0,425668,0,0,0,0,0,0,0,435553,0,0,0,0,92775,2
4,9.5,0,0,0,409478,0,0,0,0,0,0,0,416001,0,0,0,0,58299,2
5,9.6,0,0,0,399861,0,0,0,0,0,0,0,409065,0,0,0,0,42223,2
6,9.7,0,0,0,391089,0,0,0,0,0,0,0,400561,0,0,0,0,25662,2
7,9.8,0,0,0,385769,0,0,0,0,0,0,0,394421,0,0,0,0,11794,2
8,9.9,0,0,0,382014,0,0,0,0,0,0,0,389216,0,0,0,0,3839,2
9,10.0,0,0,0,381595,0,0,0,0,0,0,0,387616,0,0,0,0,3496,2
10,10.1,0,0,0,386177,0,0,0,0,0,0,0,392779,0,0,0,0,10687,2
11,10.2,0,0,0,393150,0,0,0,0,0,0,0,399447,0,0,0,0,23254,2
12,10.3,0,0,0,401125,0,0,0,0,0,0,0,407926,0,0,0,0,39898,2
13,10.4,0,0,0,410108,0,0,0,0,0,0,0,416730,0,0,0,0,56601,2
14,10.5,0,0,0,416113,0,0,0,0,0,0,0,423358,0,0,0,0,70798,2
15,10.8,0,0,0,428197,0,0,0,0,0,0,0,435031,0,0,0,0,95726,2
16,11.2,0,0,0,431578,0,0,0,0,0,0,0,437885,0,0,0,0,100781,2
17,11.6,0,0,0,430488,0,0,0,0,0,0,0,435978,0,0,0,0,100335,2
18,12.0,0,0,0,432987,0,0,0,0,0,0,0,437442,0,0,0,0,100468,2
