,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,8.0,0,0,0,428258,0,0,0,0,0,0,0,440177,0,0,0,0,100029,2
1,8.4,0,0,0,429202,0,0,0,0,0,0,0,442657,0,0,0,0,101248,2
2,8.8,0,0,0,428574,0,0,0,0,0,0,0,441303,0,0,0,0,100992,2
3,9.2,0,0,0,427200,0,0,0,0,0,0,0,436378,0,0,0,0,92350,2
4,9.5,0,0,0,409821,0,0,0,0,0,0,0,417728,0,0,0,0,58051,2
5,9.6,0,0,0,401792,0,0,0,0,0,0,0,410738,0,0,0,0,41513,2
6,9.7,0,0,0,393914,0,0,0,0,0,0,0,402045,0,0,0,0,25184,2
7,9.8,0,0,0,385784,0,0,0,0,0,0,0,394411,0,0,0,0,11855,2
8,9.9,0,0,0,382914,0,0,0,0,0,0,0,389712,0,0,0,0,4903,2
9,10.0,0,0,0,384352,0,0,0,0,0,0,0,390918,0,0,0,0,5348,2
10,10.1,0,0,0,386907,0,0,0,0,0,0,0,394922,0,0,0,0,12960,2
11,10.2,0,0,0,395364,0,0,0,0,0,0,0,400990,0,0,0,0,25817,2
12,10.3,0,0,0,402477,0,0,0,0,0,0,0,408884,0,0,0,0,42024,2
13,10.4,0,0,0,409876,0,0,0,0,0,0,0,417264,0,0,0,0,58163,2
14,10.5,0,0,0,416666,0,0,0,0,0,0,0,423486,0,0,0,0,72023,2
15,10.8,0,0,0,429355,0,0,0,0,0,0,0,435652,0,0,0,0,95800,2
16,11.2,0,0,0,432383,0,0,0,0,0,0,0,438374,0,0,0,0,100860,2
17,11.6,0,0,0,432930,0,0,0,0,0,0,0,437355,0,0,0,0,101242,2
18,12.0,0,0,0,432621,0,0,0,0,0,0,0,436631,0,0,0,0,100530,2
