,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,8.0,0,0,0,427390,0,0,0,0,0,0,0,441622,0,0,0,0,100559,2
1,8.4,0,0,0,429993,0,0,0,0,0,0,0,441326,0,0,0,0,101826,2
2,8.8,0,0,0,429939,0,0,0,0,0,0,0,440419,0,0,0,0,102129,2
3,9.2,0,0,0,425553,0,0,0,0,0,0,0,433161,0,0,0,0,92315,2
4,9.5,0,0,0,409041,0,0,0,0,0,0,0,416868,0,0,0,0,58186,2
5,9.6,0,0,0,399820,0,0,0,0,0,0,0,408447,0,0,0,0,41027,2
6,9.7,0,0,0,392909,0,0,0,0,0,0,0,401943,0,0,0,0,25037,2
7,9.8,0,0,0,385312,0,0,0,0,0,0,0,393109,0,0,0,0,11082,2
8,9.9,0,0,0,382673,0,0,0,0,0,0,0,389044,0,0,0,0,3880,2
9,10.0,0,0,0,382503,0,0,0,0,0,0,0,388592,0,0,0,0,4112,2
10,10.1,0,0,0,387154,0,0,0,0,0,0,0,393651,0,0,0,0,11937,2
11,10.2,0,0,0,394098,0,0,0,0,0,0,0,399542,0,0,0,0,24635,2
12,10.3,0,0,0,401751,0,0,0,0,0,0,0,408818,0,0,0,0,41395,2
13,10.4,0,0,0,409888,0,0,0,0,0,0,0,417703,0,0,0,0,57927,2
14,10.5,0,0,0,415748,0,0,0,0,0,0,0,423834,0,0,0,0,71838,2
15,10.8,0,0,0,428228,0,0,0,0,0,0,0,436522,0,0,0,0,96366,2
16,11.2,0,0,0,431679,0,0,0,0,0,0,0,436829,0,0,0,0,100916,2
17,11.6,0,0,0,432835,0,0,0,0,0,0,0,437966,0,0,0,0,101469,2
18,12.0,0,0,0,432723,0,0,0,0,0,0,0,437715,0,0,0,0,101394,2
