,Measurement Basis,TT,TR,RT,RR
0,H,7217,109008,10036,95297
1,D,62001,44562,69512,50527
2,R,71215,33083,102395,23376
3,V,91785,8766,123160,8288
4,A,36783,74652,65201,54417
5,L,28094,86120,33333,80185
