,Measurement Basis,TT,TR,RT,RR
0,H,590,147945,995,123841
1,D,73079,76034,88142,62477
2,R,76458,73013,91760,59856
3,V,148157,1018,168007,1502
4,A,75506,74235,86429,63829
5,L,72592,76333,85940,64076
