,Measurement Basis,TT,TR,RT,RR
0,H,3712,72774,4313,60040
1,D,40470,30592,46526,30912
2,R,46336,23424,65195,17855
3,V,62760,4473,84182,3722
4,A,26076,47114,44383,33234
5,L,20743,53327,27047,45383
