detector_a_name,detector_b_name,detector_a_time_tag,detector_b_time_tag,timestamp,tomography_setting_t,tomography_setting_r,data_dir
1,9,2554318256277813760,2554318256277813760,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,12,2554318256281640448,2554318256281640448,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,12,2554318256285570048,2554318256285570048,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,12,2554318256288189952,2554318256288189952,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
4,9,2554318256290412544,2554318256290412544,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
1,9,2554318256295533568,2554318256295533568,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,12,2554318256297456640,2554318256297456640,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
1,4,2554318256313043968,2554318256313043968,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,12,2554318256319264256,2554318256319264256,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
1,12,2554318256319322112,2554318256319322112,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,12,2554318256319326720,2554318256319326720,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,9,2554318256321482752,2554318256321482752,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
4,12,2554318256326362624,2554318256326362624,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
10,12,2554318256330493440,2554318256330493440,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,12,2554318256332630016,2554318256332630016,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,9,2554318256337510912,2554318256337510912,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,9,2554318256342481408,2554318256342481408,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
9,12,2554318256347945472,2554318256347945472,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,12,2554318256348740096,2554318256348740096,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
1,4,2554318256352281088,2554318256352281088,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,4,2554318256353675264,2554318256353675264,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,4,2554318256354767872,2554318256354767872,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
9,12,2554318256355871232,2554318256355871232,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,9,2554318256376751104,2554318256376751104,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
1,9,2554318256381865472,2554318256381865472,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,12,2554318256389161472,2554318256389161472,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,12,2554318256389391360,2554318256389391360,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,12,2554318256390781440,2554318256390781440,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
9,12,2554318256394385920,2554318256394385920,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,12,2554318256397423104,2554318256397423104,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
1,9,2554318256406312960,2554318256406312960,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,12,2554318256406932992,2554318256406932992,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,4,2554318256414308352,2554318256414308352,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,9,2554318256416424448,2554318256416424448,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
9,12,2554318256419379200,2554318256419379200,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
9,12,2554318256425458688,2554318256425458688,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,12,2554318256425992704,2554318256425992704,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,12,2554318256427862016,2554318256427862016,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,12,2554318256446944768,2554318256446944768,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
1,12,2554318256448832512,2554318256448832512,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,12,2554318256452681216,2554318256452681216,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
1,12,2554318256455149568,2554318256455149568,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,9,2554318256458177536,2554318256458177536,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
1,4,2554318256458525696,2554318256458525696,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,11,2554318256461955584,2554318256461955584,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
1,12,2554318256465632256,2554318256465632256,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,12,2554318256465877504,2554318256465877504,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
9,12,2554318256465917952,2554318256465917952,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,12,2554318256476078080,2554318256476078080,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
9,12,2554318256480268800,2554318256480268800,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,4,2554318256485296640,2554318256485296640,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,9,2554318256487247360,2554318256487247360,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
1,4,2554318256491124736,2554318256491124736,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,9,2554318256491569664,2554318256491569664,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
1,4,2554318256493075456,2554318256493075456,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,12,2554318256495531520,2554318256495531520,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
1,12,2554318256505929216,2554318256505929216,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,12,2554318256507793920,2554318256507793920,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,4,2554318256514457088,2554318256514457088,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,12,2554318256517429760,2554318256517429760,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,10,2554318256520318976,2554318256520318976,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
4,9,2554318256524075008,2554318256524075008,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
9,12,2554318256526859264,2554318256526859264,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,4,2554318256528031744,2554318256528031744,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,4,2554318256529505280,2554318256529505280,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,4,2554318256535944704,2554318256535944704,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
1,4,2554318256536799744,2554318256536799744,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,9,2554318256537245184,2554318256537245184,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
4,9,2554318256540918784,2554318256540918784,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
9,12,2554318256542689280,2554318256542689280,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
4,9,2554318256553467392,2554318256553467392,2025-06-18--17h-47m-22s,H,H,2025-06-18--17h-46m-54s
1,4,2554318256556135936,2554318256556135936,2025-06-18--17h-47m-21s,H,H,2025-06-18--17h-46m-54s
