Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,33689,31162,34665,30675,68354,61837
1,D,65722,1065,57534,7597,123256,8662
2,R,39652,25686,53028,12948,92680,38634
3,V,33603,31937,33301,32547,66904,64484
4,A,898,61127,7367,58435,8265,119562
5,L,27049,37477,12548,53272,39597,90749
