data_dir,C',SB,VV,HH,N
2025-06-18--19h-11m-14s,45.0,30.0,20.0,25.0,120.0
2025-06-18--19h-11m-14s,29.0,24.0,29.0,38.0,120.0
2025-06-18--19h-11m-14s,29.0,40.0,23.0,28.0,120.0
2025-06-18--19h-11m-14s,25.0,33.0,33.0,29.0,120.0
2025-06-18--19h-11m-14s,35.0,29.0,26.0,30.0,120.0
2025-06-18--19h-11m-14s,33.0,24.0,32.0,31.0,120.0
2025-06-18--19h-11m-14s,23.0,29.0,30.0,38.0,120.0
2025-06-18--19h-11m-14s,24.0,29.0,29.0,38.0,120.0
2025-06-18--19h-11m-14s,33.0,31.0,27.0,29.0,120.0
2025-06-18--19h-11m-14s,40.0,23.0,29.0,28.0,120.0
2025-06-18--19h-11m-14s,35.0,28.0,25.0,32.0,120.0
2025-06-18--19h-11m-14s,35.0,26.0,29.0,30.0,120.0
2025-06-18--19h-11m-14s,22.0,33.0,31.0,34.0,120.0
2025-06-18--19h-11m-14s,27.0,38.0,29.0,26.0,120.0
2025-06-18--19h-11m-14s,24.0,34.0,33.0,29.0,120.0
2025-06-18--19h-11m-14s,23.0,40.0,33.0,24.0,120.0
2025-06-18--19h-11m-14s,34.0,30.0,27.0,29.0,120.0
2025-06-18--19h-11m-14s,31.0,22.0,29.0,38.0,120.0
2025-06-18--19h-11m-14s,24.0,35.0,34.0,27.0,120.0
2025-06-18--19h-11m-14s,32.0,31.0,24.0,33.0,120.0
2025-06-18--19h-11m-14s,25.0,34.0,26.0,35.0,120.0
2025-06-18--19h-11m-14s,36.0,27.0,27.0,30.0,120.0
2025-06-18--19h-11m-14s,35.0,30.0,19.0,36.0,120.0
2025-06-18--19h-11m-14s,34.0,27.0,29.0,30.0,120.0
2025-06-18--19h-11m-14s,29.0,30.0,24.0,37.0,120.0
2025-06-18--19h-11m-14s,26.0,37.0,26.0,31.0,120.0
2025-06-18--19h-11m-14s,30.0,29.0,27.0,34.0,120.0
2025-06-18--19h-11m-14s,38.0,27.0,28.0,27.0,120.0
2025-06-18--19h-11m-14s,24.0,24.0,30.0,42.0,120.0
2025-06-18--19h-11m-14s,39.0,28.0,19.0,34.0,120.0
2025-06-18--19h-11m-14s,25.0,28.0,27.0,40.0,120.0
2025-06-18--19h-11m-14s,32.0,31.0,28.0,29.0,120.0
2025-06-18--19h-11m-14s,27.0,32.0,27.0,34.0,120.0
2025-06-18--19h-11m-14s,20.0,28.0,33.0,39.0,120.0
2025-06-18--19h-11m-14s,34.0,34.0,10.0,42.0,120.0
2025-06-18--19h-11m-14s,30.0,27.0,34.0,29.0,120.0
2025-06-18--19h-11m-14s,31.0,28.0,33.0,28.0,120.0
2025-06-18--19h-11m-14s,27.0,27.0,32.0,34.0,120.0
2025-06-18--19h-11m-14s,34.0,31.0,27.0,28.0,120.0
2025-06-18--19h-11m-14s,28.0,26.0,27.0,39.0,120.0
2025-06-18--19h-11m-14s,34.0,21.0,35.0,30.0,120.0
2025-06-18--19h-11m-14s,24.0,35.0,25.0,36.0,120.0
2025-06-18--19h-11m-14s,33.0,26.0,28.0,33.0,120.0
