data_dir,C',SB,VV,HH,N
2025-06-18--19h-11m-14s,47.0,41.0,30.0,42.0,160.0
2025-06-18--19h-11m-14s,43.0,44.0,32.0,41.0,160.0
2025-06-18--19h-11m-14s,43.0,39.0,40.0,38.0,160.0
2025-06-18--19h-11m-14s,45.0,41.0,37.0,37.0,160.0
2025-06-18--19h-11m-14s,28.0,35.0,44.0,53.0,160.0
2025-06-18--19h-11m-14s,34.0,40.0,38.0,48.0,160.0
2025-06-18--19h-11m-14s,47.0,36.0,40.0,37.0,160.0
2025-06-18--19h-11m-14s,51.0,35.0,32.0,42.0,160.0
2025-06-18--19h-11m-14s,42.0,38.0,38.0,42.0,160.0
2025-06-18--19h-11m-14s,36.0,44.0,43.0,37.0,160.0
2025-06-18--19h-11m-14s,30.0,49.0,41.0,40.0,160.0
2025-06-18--19h-11m-14s,33.0,52.0,43.0,32.0,160.0
2025-06-18--19h-11m-14s,43.0,33.0,34.0,50.0,160.0
2025-06-18--19h-11m-14s,36.0,42.0,46.0,36.0,160.0
2025-06-18--19h-11m-14s,36.0,43.0,36.0,45.0,160.0
2025-06-18--19h-11m-14s,46.0,37.0,37.0,40.0,160.0
2025-06-18--19h-11m-14s,46.0,42.0,23.0,49.0,160.0
2025-06-18--19h-11m-14s,41.0,36.0,39.0,44.0,160.0
2025-06-18--19h-11m-14s,38.0,47.0,30.0,45.0,160.0
2025-06-18--19h-11m-14s,40.0,40.0,37.0,43.0,160.0
2025-06-18--19h-11m-14s,50.0,36.0,35.0,39.0,160.0
2025-06-18--19h-11m-14s,35.0,31.0,37.0,57.0,160.0
2025-06-18--19h-11m-14s,41.0,40.0,32.0,47.0,160.0
2025-06-18--19h-11m-14s,40.0,43.0,36.0,41.0,160.0
2025-06-18--19h-11m-14s,32.0,40.0,39.0,49.0,160.0
2025-06-18--19h-11m-14s,41.0,42.0,23.0,54.0,160.0
2025-06-18--19h-11m-14s,38.0,39.0,44.0,39.0,160.0
2025-06-18--19h-11m-14s,39.0,35.0,47.0,39.0,160.0
2025-06-18--19h-11m-14s,45.0,39.0,35.0,41.0,160.0
2025-06-18--19h-11m-14s,41.0,36.0,36.0,47.0,160.0
2025-06-18--19h-11m-14s,37.0,39.0,38.0,46.0,160.0
2025-06-18--19h-11m-14s,41.0,33.0,41.0,45.0,160.0
2025-06-18--19h-11m-14s,37.0,34.0,35.0,54.0,160.0
2025-06-18--19h-11m-14s,36.0,49.0,33.0,42.0,160.0
2025-06-18--19h-11m-14s,42.0,44.0,30.0,44.0,160.0
2025-06-18--19h-11m-14s,43.0,30.0,41.0,46.0,160.0
2025-06-18--19h-11m-14s,38.0,37.0,38.0,47.0,160.0
2025-06-18--19h-11m-14s,40.0,42.0,36.0,42.0,160.0
2025-06-18--19h-11m-14s,50.0,40.0,39.0,31.0,160.0
2025-06-18--19h-11m-14s,35.0,37.0,37.0,51.0,160.0
2025-06-18--19h-11m-14s,48.0,33.0,33.0,46.0,160.0
2025-06-18--19h-11m-14s,43.0,36.0,37.0,44.0,160.0
2025-06-18--19h-11m-14s,35.0,44.0,38.0,43.0,160.0
2025-06-18--19h-11m-14s,36.0,42.0,37.0,45.0,160.0
2025-06-18--19h-11m-14s,40.0,41.0,28.0,51.0,160.0
2025-06-18--19h-11m-14s,39.0,42.0,42.0,37.0,160.0
2025-06-18--19h-11m-14s,41.0,39.0,26.0,54.0,160.0
2025-06-18--19h-11m-14s,42.0,35.0,39.0,44.0,160.0
2025-06-18--19h-11m-14s,42.0,35.0,39.0,44.0,160.0
2025-06-18--19h-11m-14s,34.0,48.0,44.0,34.0,160.0
2025-06-18--19h-11m-14s,44.0,49.0,25.0,42.0,160.0
2025-06-18--19h-11m-14s,32.0,37.0,46.0,45.0,160.0
2025-06-18--19h-11m-14s,37.0,37.0,32.0,54.0,160.0
2025-06-18--19h-11m-14s,51.0,35.0,36.0,38.0,160.0
2025-06-18--19h-11m-14s,41.0,41.0,44.0,34.0,160.0
2025-06-18--19h-11m-14s,44.0,41.0,33.0,42.0,160.0
2025-06-18--19h-11m-14s,35.0,41.0,42.0,42.0,160.0
2025-06-18--19h-11m-14s,38.0,39.0,42.0,41.0,160.0
2025-06-18--19h-11m-14s,38.0,38.0,36.0,48.0,160.0
2025-06-18--19h-11m-14s,53.0,36.0,26.0,45.0,160.0
2025-06-18--19h-11m-14s,41.0,41.0,35.0,43.0,160.0
2025-06-18--19h-11m-14s,35.0,35.0,35.0,55.0,160.0
2025-06-18--19h-11m-14s,42.0,41.0,29.0,48.0,160.0
2025-06-18--19h-11m-14s,45.0,41.0,31.0,43.0,160.0
2025-06-18--19h-11m-14s,39.0,37.0,41.0,43.0,160.0
2025-06-18--19h-11m-14s,26.0,53.0,37.0,44.0,160.0
2025-06-18--19h-11m-14s,33.0,36.0,43.0,48.0,160.0
2025-06-18--19h-11m-14s,38.0,48.0,36.0,38.0,160.0
2025-06-18--19h-11m-14s,33.0,41.0,40.0,46.0,160.0
2025-06-18--19h-11m-14s,46.0,49.0,29.0,36.0,160.0
2025-06-18--19h-11m-14s,31.0,49.0,46.0,34.0,160.0
2025-06-18--19h-11m-14s,46.0,34.0,47.0,33.0,160.0
2025-06-18--19h-11m-14s,42.0,43.0,36.0,39.0,160.0
2025-06-18--19h-11m-14s,48.0,46.0,30.0,36.0,160.0
2025-06-18--19h-11m-14s,35.0,42.0,39.0,44.0,160.0
2025-06-18--19h-11m-14s,46.0,34.0,39.0,41.0,160.0
2025-06-18--19h-11m-14s,53.0,29.0,37.0,41.0,160.0
2025-06-18--19h-11m-14s,46.0,43.0,29.0,42.0,160.0
2025-06-18--19h-11m-14s,41.0,42.0,33.0,44.0,160.0
2025-06-18--19h-11m-14s,46.0,36.0,31.0,47.0,160.0
2025-06-18--19h-11m-14s,39.0,43.0,34.0,44.0,160.0
2025-06-18--19h-11m-14s,32.0,50.0,34.0,44.0,160.0
2025-06-18--19h-11m-14s,41.0,39.0,37.0,43.0,160.0
2025-06-18--19h-11m-14s,25.0,43.0,43.0,49.0,160.0
2025-06-18--19h-11m-14s,38.0,40.0,38.0,44.0,160.0
2025-06-18--19h-11m-14s,42.0,46.0,30.0,42.0,160.0
2025-06-18--19h-11m-14s,44.0,42.0,37.0,37.0,160.0
2025-06-18--19h-11m-14s,38.0,35.0,44.0,43.0,160.0
2025-06-18--19h-11m-14s,44.0,35.0,42.0,39.0,160.0
2025-06-18--19h-11m-14s,45.0,37.0,36.0,42.0,160.0
2025-06-18--19h-11m-14s,46.0,36.0,27.0,51.0,160.0
