Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,36821,39752,40997,33922,77818,73674
1,D,25459,53145,13896,55571,39355,108716
2,R,68743,2318,74577,10641,143320,12959
3,V,34087,43205,44776,32405,78863,75610
4,A,44694,30091,73902,10584,118596,40675
5,L,1751,80264,13021,55276,14772,135540
