data_dir,repetition,C,DB_H,DB_V,SB,N
2025-05-23--18h-20m-26s,1,0.0,0.0,1.0,0.5,1.5
2025-05-23--18h-20m-26s,2,0.0,1.0,0.0,0.0,1.0
2025-05-23--18h-20m-26s,3,0.0,0.0,2.0,2.0,4.0
2025-05-23--18h-20m-26s,4,0.0,0.0,0.0,1.0,1.0
2025-05-23--18h-20m-26s,5,0.0,1.0,0.0,0.5,1.5
2025-05-23--18h-20m-26s,6,0.0,0.0,0.0,0.5,0.5
2025-05-23--18h-20m-26s,7,0.0,0.0,0.0,0.5,0.5
2025-05-23--18h-20m-26s,9,0.0,0.0,1.0,1.0,2.0
2025-05-23--18h-20m-26s,10,0.0,0.0,0.0,0.5,0.5
2025-05-23--18h-20m-26s,11,0.0,0.0,2.0,1.0,3.0
2025-05-23--18h-20m-26s,12,1.0,3.0,1.0,1.0,6.0
2025-05-23--18h-20m-26s,13,0.0,2.0,0.0,0.0,2.0
2025-05-23--18h-20m-26s,14,0.0,1.0,1.0,1.5,3.5
2025-05-23--18h-20m-26s,16,0.0,0.0,0.0,1.5,1.5
2025-05-23--18h-20m-26s,17,0.0,1.0,0.0,0.0,1.0
2025-05-23--18h-20m-26s,18,0.0,1.0,0.0,1.0,2.0
2025-05-23--18h-20m-26s,19,0.0,1.0,0.0,0.0,1.0
2025-05-23--18h-20m-26s,20,0.0,1.0,0.0,0.0,1.0
2025-05-23--18h-20m-26s,21,0.0,0.0,1.0,0.0,1.0
2025-05-23--18h-20m-26s,22,0.5,1.0,1.0,0.0,2.5
2025-05-23--18h-20m-26s,24,0.0,0.0,1.0,1.0,2.0
2025-05-23--18h-20m-26s,25,0.0,0.0,0.0,1.5,1.5
2025-05-23--18h-20m-26s,26,0.0,1.0,0.0,1.0,2.0
2025-05-23--18h-20m-26s,27,0.0,0.0,0.0,1.5,1.5
2025-05-23--18h-20m-26s,28,0.0,1.0,0.0,0.0,1.0
2025-05-23--18h-20m-26s,29,0.0,0.0,0.0,0.5,0.5
2025-05-23--18h-20m-26s,32,0.0,1.0,0.0,2.5,3.5
2025-05-23--18h-20m-26s,34,0.0,1.0,0.0,1.0,2.0
2025-05-23--18h-20m-26s,35,0.0,1.0,0.0,0.5,1.5
