detector_a_name,detector_b_name,estimation_label,tomography_setting_a,tomography_setting_b,repetition,coincidences,timestamp
9,12,DB_H,H,H,0,0,2025-05-28--11h-41m-32s-254686
9,11,SB,H,H,0,0,2025-05-28--11h-41m-32s-254686
9,10,SB,H,H,0,0,2025-05-28--11h-41m-32s-254686
11,12,SB,H,H,0,0,2025-05-28--11h-41m-32s-254686
10,12,SB,H,H,0,0,2025-05-28--11h-41m-32s-254686
10,11,DB_V,H,H,0,0,2025-05-28--11h-41m-32s-254686
1,9,C,H,H,0,0,2025-05-28--11h-41m-32s-254686
1,12,C,H,H,0,0,2025-05-28--11h-41m-32s-254686
1,11,C,H,H,0,0,2025-05-28--11h-41m-32s-254686
1,10,C,H,H,0,0,2025-05-28--11h-41m-32s-254686
1,4,DB_H,H,H,0,0,2025-05-28--11h-41m-32s-254686
1,7,SB,H,H,0,0,2025-05-28--11h-41m-32s-254686
1,2,SB,H,H,0,0,2025-05-28--11h-41m-32s-254686
4,9,C,H,H,0,0,2025-05-28--11h-41m-32s-254686
4,12,C,H,H,0,0,2025-05-28--11h-41m-32s-254686
4,11,C,H,H,0,0,2025-05-28--11h-41m-32s-254686
4,10,C,H,H,0,0,2025-05-28--11h-41m-32s-254686
4,7,SB,H,H,0,0,2025-05-28--11h-41m-32s-254686
7,9,C,H,H,0,0,2025-05-28--11h-41m-32s-254686
7,12,C,H,H,0,0,2025-05-28--11h-41m-32s-254686
7,11,C,H,H,0,0,2025-05-28--11h-41m-32s-254686
7,10,C,H,H,0,0,2025-05-28--11h-41m-32s-254686
2,9,C,H,H,0,0,2025-05-28--11h-41m-32s-254686
2,12,C,H,H,0,0,2025-05-28--11h-41m-32s-254686
2,11,C,H,H,0,0,2025-05-28--11h-41m-32s-254686
2,10,C,H,H,0,0,2025-05-28--11h-41m-32s-254686
2,4,SB,H,H,0,0,2025-05-28--11h-41m-32s-254686
2,7,DB_V,H,H,0,1,2025-05-28--11h-41m-32s-254686
9,12,DB_H,H,H,1,0,2025-05-28--11h-41m-32s-281934
9,11,SB,H,H,1,1,2025-05-28--11h-41m-32s-281934
9,10,SB,H,H,1,0,2025-05-28--11h-41m-32s-281934
11,12,SB,H,H,1,0,2025-05-28--11h-41m-32s-281934
10,12,SB,H,H,1,1,2025-05-28--11h-41m-32s-281934
10,11,DB_V,H,H,1,0,2025-05-28--11h-41m-32s-281934
1,9,C,H,H,1,0,2025-05-28--11h-41m-32s-281934
1,12,C,H,H,1,0,2025-05-28--11h-41m-32s-281934
1,11,C,H,H,1,0,2025-05-28--11h-41m-32s-281934
1,10,C,H,H,1,0,2025-05-28--11h-41m-32s-281934
1,4,DB_H,H,H,1,0,2025-05-28--11h-41m-32s-281934
1,7,SB,H,H,1,0,2025-05-28--11h-41m-32s-281934
1,2,SB,H,H,1,0,2025-05-28--11h-41m-32s-281934
4,9,C,H,H,1,0,2025-05-28--11h-41m-32s-281934
4,12,C,H,H,1,0,2025-05-28--11h-41m-32s-281934
4,11,C,H,H,1,0,2025-05-28--11h-41m-32s-281934
4,10,C,H,H,1,0,2025-05-28--11h-41m-32s-281934
4,7,SB,H,H,1,0,2025-05-28--11h-41m-32s-281934
7,9,C,H,H,1,0,2025-05-28--11h-41m-32s-281934
7,12,C,H,H,1,0,2025-05-28--11h-41m-32s-281934
7,11,C,H,H,1,0,2025-05-28--11h-41m-32s-281934
7,10,C,H,H,1,0,2025-05-28--11h-41m-32s-281934
2,9,C,H,H,1,0,2025-05-28--11h-41m-32s-281934
2,12,C,H,H,1,0,2025-05-28--11h-41m-32s-281934
