angle,singles,coincidences
0.0,11415.0,41
9.0,11890.0,195
18.0,13605.0,1093
27.0,16471.0,2381
36.0,18797.0,3469
45.0,20371.0,4343
54.0,20315.0,4316
63.0,17885.0,3322
72.0,15233.0,1872
81.0,12866.0,681
90.0,11570.0,47
99.0,11757.0,165
108.0,13681.0,1049
117.0,16727.0,2369
126.0,18828.0,3654
135.0,20262.0,4249
144.0,20247.0,4267
153.0,18185.0,3355
162.0,15162.0,1907
171.0,12590.0,722
180.0,11490.0,37
-2.31486207603308,11569.0,7
-1.31486207603308,11795.0,106
-0.31486207603308003,11503.0,65
0.68513792396692,11531.0,32
1.68513792396692,11524.0,15
2.68513792396692,11156.0,2
3.68513792396692,11452.0,3
4.68513792396692,11333.0,13
5.68513792396692,11546.0,47
6.68513792396692,11527.0,67
7.68513792396692,11685.0,115
42.68513792396692,20145.0,4160
44.351804590633584,20191.0,4090
46.018471257300256,20312.0,4239
47.68513792396692,20206.0,4286
49.351804590633584,20366.0,4309
51.018471257300256,20067.0,4251
52.68513792396692,20020.0,4148
