theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,power,temperature
2.0943951023931953,1.5707963267948966,33.26032740827415,60.387893175838315,39.968134316477474,63.34345057094798,90,10,32.7C
