Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,68361,35507,97311,30022,165672,65529
1,D,93696,7194,109661,20750,203357,27944
2,R,60935,44836,107521,22276,168456,67112
3,V,30569,80721,43272,71172,73841,151893
4,A,5317,111035,23058,88815,28375,199850
5,L,37728,73748,24502,87325,62230,161073
