detector_a_name,detector_b_name,tomography_setting_t,tomography_setting_r,repetition,coincidences,timestamp
9,12,H,H,0,0,2025-05-30--12h-29m-18s-474707
9,11,H,H,0,0,2025-05-30--12h-29m-18s-474707
9,10,H,H,0,0,2025-05-30--12h-29m-18s-474707
11,12,H,H,0,0,2025-05-30--12h-29m-18s-474707
10,12,H,H,0,0,2025-05-30--12h-29m-18s-474707
10,11,H,H,0,0,2025-05-30--12h-29m-18s-474707
1,9,H,H,0,0,2025-05-30--12h-29m-18s-474707
1,12,H,H,0,0,2025-05-30--12h-29m-18s-474707
1,11,H,H,0,0,2025-05-30--12h-29m-18s-474707
1,10,H,H,0,0,2025-05-30--12h-29m-18s-474707
1,4,H,H,0,0,2025-05-30--12h-29m-18s-474707
1,7,H,H,0,0,2025-05-30--12h-29m-18s-474707
1,2,H,H,0,0,2025-05-30--12h-29m-18s-474707
4,9,H,H,0,0,2025-05-30--12h-29m-18s-474707
4,12,H,H,0,0,2025-05-30--12h-29m-18s-474707
4,11,H,H,0,0,2025-05-30--12h-29m-18s-474707
4,10,H,H,0,0,2025-05-30--12h-29m-18s-474707
4,7,H,H,0,0,2025-05-30--12h-29m-18s-474707
7,9,H,H,0,0,2025-05-30--12h-29m-18s-474707
7,12,H,H,0,0,2025-05-30--12h-29m-18s-474707
7,11,H,H,0,0,2025-05-30--12h-29m-18s-474707
7,10,H,H,0,0,2025-05-30--12h-29m-18s-474707
2,9,H,H,0,0,2025-05-30--12h-29m-18s-474707
2,12,H,H,0,0,2025-05-30--12h-29m-18s-474707
2,11,H,H,0,0,2025-05-30--12h-29m-18s-474707
2,10,H,H,0,0,2025-05-30--12h-29m-18s-474707
2,4,H,H,0,0,2025-05-30--12h-29m-18s-474707
2,7,H,H,0,0,2025-05-30--12h-29m-18s-474707
9,12,H,H,1,0,2025-05-30--12h-29m-18s-501500
9,11,H,H,1,0,2025-05-30--12h-29m-18s-501500
9,10,H,H,1,0,2025-05-30--12h-29m-18s-501500
11,12,H,H,1,0,2025-05-30--12h-29m-18s-501500
10,12,H,H,1,0,2025-05-30--12h-29m-18s-501500
10,11,H,H,1,0,2025-05-30--12h-29m-18s-501500
1,9,H,H,1,0,2025-05-30--12h-29m-18s-501500
1,12,H,H,1,0,2025-05-30--12h-29m-18s-501500
1,11,H,H,1,0,2025-05-30--12h-29m-18s-501500
1,10,H,H,1,0,2025-05-30--12h-29m-18s-501500
1,4,H,H,1,0,2025-05-30--12h-29m-18s-501500
1,7,H,H,1,0,2025-05-30--12h-29m-18s-501500
1,2,H,H,1,0,2025-05-30--12h-29m-18s-501500
4,9,H,H,1,0,2025-05-30--12h-29m-18s-501500
4,12,H,H,1,0,2025-05-30--12h-29m-18s-501500
4,11,H,H,1,0,2025-05-30--12h-29m-18s-501500
4,10,H,H,1,0,2025-05-30--12h-29m-18s-501500
4,7,H,H,1,0,2025-05-30--12h-29m-18s-501500
7,9,H,H,1,0,2025-05-30--12h-29m-18s-501500
7,12,H,H,1,0,2025-05-30--12h-29m-18s-501500
7,11,H,H,1,0,2025-05-30--12h-29m-18s-501500
7,10,H,H,1,0,2025-05-30--12h-29m-18s-501500
2,9,H,H,1,0,2025-05-30--12h-29m-18s-501500
2,12,H,H,1,0,2025-05-30--12h-29m-18s-501500
2,11,H,H,1,0,2025-05-30--12h-29m-18s-501500
2,10,H,H,1,0,2025-05-30--12h-29m-18s-501500
2,4,H,H,1,0,2025-05-30--12h-29m-18s-501500
2,7,H,H,1,0,2025-05-30--12h-29m-18s-501500
9,12,H,H,2,0,2025-05-30--12h-29m-18s-521248
9,11,H,H,2,0,2025-05-30--12h-29m-18s-521248
9,10,H,H,2,0,2025-05-30--12h-29m-18s-521248
11,12,H,H,2,0,2025-05-30--12h-29m-18s-521248
10,12,H,H,2,0,2025-05-30--12h-29m-18s-521248
10,11,H,H,2,0,2025-05-30--12h-29m-18s-521248
1,9,H,H,2,0,2025-05-30--12h-29m-18s-521248
1,12,H,H,2,0,2025-05-30--12h-29m-18s-521248
1,11,H,H,2,0,2025-05-30--12h-29m-18s-521248
1,10,H,H,2,0,2025-05-30--12h-29m-18s-521248
1,4,H,H,2,0,2025-05-30--12h-29m-18s-521248
1,7,H,H,2,0,2025-05-30--12h-29m-18s-521248
1,2,H,H,2,0,2025-05-30--12h-29m-18s-521248
4,9,H,H,2,0,2025-05-30--12h-29m-18s-521248
4,12,H,H,2,0,2025-05-30--12h-29m-18s-521248
4,11,H,H,2,0,2025-05-30--12h-29m-18s-521248
4,10,H,H,2,0,2025-05-30--12h-29m-18s-521248
4,7,H,H,2,0,2025-05-30--12h-29m-18s-521248
7,9,H,H,2,0,2025-05-30--12h-29m-18s-521248
7,12,H,H,2,0,2025-05-30--12h-29m-18s-521248
7,11,H,H,2,0,2025-05-30--12h-29m-18s-521248
7,10,H,H,2,0,2025-05-30--12h-29m-18s-521248
2,9,H,H,2,0,2025-05-30--12h-29m-18s-521248
2,12,H,H,2,0,2025-05-30--12h-29m-18s-521248
2,11,H,H,2,0,2025-05-30--12h-29m-18s-521248
2,10,H,H,2,0,2025-05-30--12h-29m-18s-521248
2,4,H,H,2,0,2025-05-30--12h-29m-18s-521248
2,7,H,H,2,0,2025-05-30--12h-29m-18s-521248
