Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,83347,17396,117657,15157,201004,32553
1,D,80312,22146,90202,35137,170514,57283
2,R,64051,40775,101818,26880,165869,67655
3,V,14773,98877,21833,88091,36606,186968
4,A,17357,96168,40349,76034,57706,172202
5,L,33506,76939,27852,85013,61358,161952
