,Measurement Basis,TT,TR,RT,RR
0,H,112740,16945,114127,13095
1,D,102962,27210,108470,18228
2,R,45492,85164,62800,52391
3,V,16582,113738,22745,80609
4,A,26182,103006,19102,84140
5,L,84500,45766,63318,51503
