detector_a_name,detector_b_name,estimation_label,repetition,coincidences,timestamp
9,12,DB_H,0,0,2025-05-23--16h-56m-33s-504414
9,11,SB,0,1,2025-05-23--16h-56m-33s-504414
9,10,SB,0,0,2025-05-23--16h-56m-33s-504414
11,12,SB,0,1,2025-05-23--16h-56m-33s-504414
10,12,SB,0,0,2025-05-23--16h-56m-33s-504414
10,11,DB_V,0,0,2025-05-23--16h-56m-33s-504414
1,9,C,0,0,2025-05-23--16h-56m-33s-504414
1,12,C,0,0,2025-05-23--16h-56m-33s-504414
1,11,C,0,0,2025-05-23--16h-56m-33s-504414
1,10,C,0,0,2025-05-23--16h-56m-33s-504414
1,4,DB_H,0,0,2025-05-23--16h-56m-33s-504414
1,7,SB,0,1,2025-05-23--16h-56m-33s-504414
1,2,SB,0,0,2025-05-23--16h-56m-33s-504414
4,9,C,0,0,2025-05-23--16h-56m-33s-504414
4,12,C,0,0,2025-05-23--16h-56m-33s-504414
4,11,C,0,0,2025-05-23--16h-56m-33s-504414
4,10,C,0,0,2025-05-23--16h-56m-33s-504414
4,7,SB,0,0,2025-05-23--16h-56m-33s-504414
7,9,C,0,0,2025-05-23--16h-56m-33s-504414
7,12,C,0,0,2025-05-23--16h-56m-33s-504414
7,11,C,0,0,2025-05-23--16h-56m-33s-504414
7,10,C,0,0,2025-05-23--16h-56m-33s-504414
2,9,C,0,0,2025-05-23--16h-56m-33s-504414
2,12,C,0,0,2025-05-23--16h-56m-33s-504414
2,11,C,0,0,2025-05-23--16h-56m-33s-504414
2,10,C,0,0,2025-05-23--16h-56m-33s-504414
2,4,SB,0,0,2025-05-23--16h-56m-33s-504414
2,7,DB_V,0,0,2025-05-23--16h-56m-33s-504414
9,12,DB_H,1,0,2025-05-23--16h-56m-33s-531657
9,11,SB,1,0,2025-05-23--16h-56m-33s-531657
9,10,SB,1,0,2025-05-23--16h-56m-33s-531657
11,12,SB,1,0,2025-05-23--16h-56m-33s-531657
10,12,SB,1,2,2025-05-23--16h-56m-33s-531657
10,11,DB_V,1,0,2025-05-23--16h-56m-33s-531657
1,9,C,1,0,2025-05-23--16h-56m-33s-531657
1,12,C,1,0,2025-05-23--16h-56m-33s-531657
1,11,C,1,0,2025-05-23--16h-56m-33s-531657
1,10,C,1,0,2025-05-23--16h-56m-33s-531657
1,4,DB_H,1,0,2025-05-23--16h-56m-33s-531657
1,7,SB,1,0,2025-05-23--16h-56m-33s-531657
