,Measurement Basis,TT,TR,RT,RR
0,H,55219,18558,63990,16207
1,D,49354,27624,40821,35006
2,R,63541,11614,79090,6857
3,V,16313,65847,22561,47348
4,A,23287,59298,44715,32496
5,L,9646,75645,5971,60765
