,Measurement Basis,TT,TR,RT,RR
0,H,64578,11940,73280,10815
1,D,48064,31329,40744,35547
2,R,60262,17733,72698,12063
3,V,10051,74538,14488,53666
4,A,25948,56775,44426,32371
5,L,14275,69992,11895,56294
