,Measurement Basis,TT,TR,RT,RR
0,H,82617,16949,116804,14267
1,D,81567,19187,97838,29341
2,R,57337,49514,94926,32328
3,V,14414,99321,21693,88161
4,A,15458,97970,32947,81553
5,L,40268,69113,34991,79726
