Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,73012,412,83840,1128,156852,1540
1,D,35788,43008,38817,34323,74605,77331
2,R,36698,43422,39171,34700,75869,78122
3,V,269,84724,588,61076,857,145800
4,A,36586,42905,41800,32548,78386,75453
5,L,36198,43602,41192,32888,77390,76490
