Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,11405,66019,14697,53757,26102,119776
1,D,57348,13411,76439,9439,133787,22850
2,R,23710,52058,49209,30713,72919,82771
3,V,57355,13172,78392,8914,135747,22086
4,A,11352,65773,14025,55569,25377,121342
5,L,45228,27870,43673,34372,88901,62242
