data_dir,C,DB_H,DB_V,SB,N
2025-05-28--20h-27m-18s,1.0,53.0,5.0,21.0,80.0
2025-05-28--20h-27m-18s,1.5,55.0,4.0,19.5,80.0
2025-05-28--20h-27m-18s,0.5,50.0,3.0,26.5,80.0
2025-05-28--20h-27m-18s,1.5,52.0,2.0,24.5,80.0
2025-05-28--20h-27m-18s,2.0,48.0,7.0,23.0,80.0
2025-05-28--20h-27m-18s,1.0,50.0,5.0,24.0,80.0
2025-05-28--20h-27m-18s,0.5,55.0,4.0,20.5,80.0
2025-05-28--20h-27m-18s,2.0,43.0,6.0,29.0,80.0
2025-05-28--20h-27m-18s,1.0,58.0,4.0,17.0,80.0
2025-05-28--20h-27m-18s,1.0,46.0,3.0,30.0,80.0
2025-05-28--20h-27m-18s,1.5,47.0,7.0,24.5,80.0
2025-05-28--20h-27m-18s,0.5,57.0,2.0,20.5,80.0
2025-05-28--20h-27m-18s,0.0,45.0,5.0,30.0,80.0
2025-05-28--20h-27m-18s,1.5,51.0,4.0,23.5,80.0
2025-05-28--20h-27m-18s,0.5,58.0,2.0,19.5,80.0
2025-05-28--20h-27m-18s,1.0,52.0,5.0,22.0,80.0
2025-05-28--20h-27m-18s,0.5,55.0,1.0,23.5,80.0
2025-05-28--20h-27m-18s,1.5,58.0,2.0,18.5,80.0
2025-05-28--20h-27m-18s,1.0,54.0,4.0,21.0,80.0
2025-05-28--20h-27m-18s,3.0,51.0,3.0,23.0,80.0
2025-05-28--20h-27m-18s,2.5,52.0,2.0,23.5,80.0
2025-05-28--20h-27m-18s,1.5,52.0,2.0,24.5,80.0
2025-05-28--20h-27m-18s,1.5,56.0,1.0,21.5,80.0
2025-05-28--20h-27m-18s,1.5,51.0,5.0,22.5,80.0
2025-05-28--20h-27m-18s,1.0,44.0,3.0,32.0,80.0
2025-05-28--20h-27m-18s,0.5,51.0,2.0,26.5,80.0
2025-05-28--20h-27m-18s,1.5,50.0,4.0,24.5,80.0
2025-05-28--20h-27m-18s,1.0,53.0,3.0,23.0,80.0
2025-05-28--20h-27m-18s,0.0,52.0,4.0,24.0,80.0
2025-05-28--20h-27m-18s,1.0,54.0,1.0,24.0,80.0
2025-05-28--20h-27m-18s,0.5,53.0,4.0,22.5,80.0
2025-05-28--20h-27m-18s,2.0,49.0,4.0,25.0,80.0
2025-05-28--20h-27m-18s,3.5,54.0,3.0,19.5,80.0
2025-05-28--20h-27m-18s,1.5,52.0,4.0,22.5,80.0
2025-05-28--20h-27m-18s,2.0,51.0,7.0,20.0,80.0
2025-05-28--20h-27m-18s,1.0,56.0,1.0,22.0,80.0
2025-05-28--20h-27m-18s,1.5,53.0,2.0,23.5,80.0
2025-05-28--20h-27m-18s,0.5,52.0,3.0,24.5,80.0
2025-05-28--20h-27m-18s,2.5,54.0,3.0,20.5,80.0
