Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,44526,79787,44676,66146,89202,145933
1,D,105136,16620,90639,32027,195775,48647
2,R,99030,24216,126368,6726,225398,30942
3,V,79642,44070,94112,30904,173754,74974
4,A,16208,107514,43845,68047,60053,175561
5,L,23931,99723,10186,93098,34117,192821
