Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,85536,877,84773,1503,170309,2380
1,D,42745,44715,40129,34973,82874,79688
2,R,43090,44630,39596,35898,82686,80528
3,V,532,86239,989,62306,1521,148545
4,A,43530,44457,43453,33452,86983,77909
5,L,43523,45415,42697,34163,86220,79578
