,Measurement Basis,TT,TR,RT,RR
0,H,815,115667,638,101225
1,D,59637,57300,70192,47953
2,R,58900,58252,70748,48037
3,V,115483,1144,130266,939
4,A,56084,60474,63453,54055
5,L,57365,59271,64314,52957
