Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,815,115667,638,101225,1453,216892
1,D,59637,57300,70192,47953,129829,105253
2,R,58900,58252,70748,48037,129648,106289
3,V,115483,1144,130266,939,245749,2083
4,A,56084,60474,63453,54055,119537,114529
5,L,57365,59271,64314,52957,121679,112228
