Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,44617,78582,43744,65752,88361,144334
1,D,89702,34140,69622,49606,159324,83746
2,R,113841,9819,130281,2948,244122,12767
3,V,79415,45166,92092,33216,171507,78382
4,A,33207,90228,66843,51001,100050,141229
5,L,10070,115037,5553,97877,15623,212914
