Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,98061,47754,120601,42671,218662,90425
1,D,75291,72529,52679,96888,127970,169417
2,R,140423,5749,157872,15090,298295,20839
3,V,46593,100526,56973,92777,103566,193303
4,A,68740,77264,124235,41354,192975,118618
5,L,5122,143379,18876,124459,23998,267838
