,Measurement Basis,TT,TR,RT,RR
0,H,21120,129326,32436,111477
1,D,125007,23795,144929,24720
2,R,75963,75076,124649,41767
3,V,126285,21814,153233,18264
4,A,22435,128187,37546,110100
5,L,72502,77241,59943,91468
