Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,21120,129326,32436,111477,53556,240803
1,D,125007,23795,144929,24720,269936,48515
2,R,75963,75076,124649,41767,200612,116843
3,V,126285,21814,153233,18264,279518,40078
4,A,22435,128187,37546,110100,59981,238287
5,L,72502,77241,59943,91468,132445,168709
