detector_a_name,detector_b_name,detector_a_time_tag,detector_b_time_tag,timestamp,tomography_setting_t,tomography_setting_r,data_dir,estimation_label,corrected_estimation_label
7,10,2554315576315968000,2554315576315968000,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,11,2554315576328326144,2554315576328326144,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
2,12,2554315576329455104,2554315576329455104,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,C'
2,11,2554315576333634048,2554315576333634048,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
7,10,2554315576342926336,2554315576342926336,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
1,10,2554315576350326784,2554315576350326784,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
7,10,2554315576356947456,2554315576356947456,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,10,2554315576373641216,2554315576373641216,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
7,11,2554315576376684544,2554315576376684544,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
7,10,2554315576377792000,2554315576377792000,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,10,2554315576385648640,2554315576385648640,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
7,10,2554315576387095040,2554315576387095040,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
1,7,2554315576396246016,2554315576396246016,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,SB,SB
7,11,2554315576399140864,2554315576399140864,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315576399646720,2554315576399646720,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
7,11,2554315576406991360,2554315576406991360,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,10,2554315576416643584,2554315576416643584,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
7,10,2554315576422292992,2554315576422292992,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,11,2554315576436527616,2554315576436527616,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
2,10,2554315576442675712,2554315576442675712,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
9,10,2554315576443122688,2554315576443122688,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,SB,SB
2,11,2554315576443501568,2554315576443501568,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
1,9,2554315576450861568,2554315576450861568,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,HH
2,12,2554315576456276992,2554315576456276992,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,C'
2,7,2554315576458216448,2554315576458216448,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,7,2554315576463355904,2554315576463355904,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,11,2554315576480736768,2554315576480736768,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
1,2,2554315576483471360,2554315576483471360,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,SB,SB
7,10,2554315576486060032,2554315576486060032,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315576488153600,2554315576488153600,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
7,11,2554315576493542400,2554315576493542400,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
4,10,2554315576500683776,2554315576500683776,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
2,7,2554315576510011392,2554315576510011392,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,7,2554315576511310336,2554315576511310336,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
7,11,2554315576532136960,2554315576532136960,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,11,2554315576532793344,2554315576532793344,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
7,10,2554315576535485440,2554315576535485440,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
7,10,2554315576541038080,2554315576541038080,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315576548634624,2554315576548634624,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
1,10,2554315576571507712,2554315576571507712,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
7,11,2554315576574030336,2554315576574030336,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
7,11,2554315576574559744,2554315576574559744,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,11,2554315576577683968,2554315576577683968,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
1,2,2554315576587793920,2554315576587793920,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,SB,SB
7,11,2554315576587840512,2554315576587840512,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
10,12,2554315576594310656,2554315576594310656,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,SB,SB
10,11,2554315576595876352,2554315576595876352,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
7,10,2554315576601896960,2554315576601896960,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,9,2554315576603313152,2554315576603313152,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,C'
7,12,2554315576604385792,2554315576604385792,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
7,10,2554315576610435072,2554315576610435072,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,11,2554315576623386112,2554315576623386112,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
2,7,2554315576626104832,2554315576626104832,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,11,2554315576630269952,2554315576630269952,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315576630832128,2554315576630832128,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
10,11,2554315576632935936,2554315576632935936,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
4,10,2554315576645319680,2554315576645319680,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
7,10,2554315576646731776,2554315576646731776,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
7,10,2554315576650319872,2554315576650319872,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315576664572416,2554315576664572416,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
7,11,2554315576667373568,2554315576667373568,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,7,2554315576679693312,2554315576679693312,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,11,2554315576690697728,2554315576690697728,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
2,11,2554315576711678464,2554315576711678464,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
7,9,2554315576719413760,2554315576719413760,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
1,7,2554315576723445760,2554315576723445760,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,SB,SB
10,11,2554315576724003328,2554315576724003328,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,11,2554315576727050240,2554315576727050240,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
2,7,2554315576750653440,2554315576750653440,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,10,2554315576762990592,2554315576762990592,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
7,10,2554315576764716544,2554315576764716544,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,10,2554315576773794304,2554315576773794304,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
4,7,2554315576774012928,2554315576774012928,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,SB,SB
7,10,2554315576777031680,2554315576777031680,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
7,11,2554315576810210816,2554315576810210816,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
1,2,2554315576811450880,2554315576811450880,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,SB,SB
2,10,2554315576819460096,2554315576819460096,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
7,11,2554315576826521088,2554315576826521088,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315576832771584,2554315576832771584,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
1,10,2554315576837612544,2554315576837612544,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
2,11,2554315576843954176,2554315576843954176,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
2,11,2554315576854106624,2554315576854106624,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
7,11,2554315576859201536,2554315576859201536,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
7,11,2554315576862960640,2554315576862960640,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
4,10,2554315576867530240,2554315576867530240,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
2,11,2554315576874680320,2554315576874680320,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315576879935488,2554315576879935488,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,7,2554315576892458496,2554315576892458496,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
7,10,2554315576901640192,2554315576901640192,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315576903602688,2554315576903602688,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,10,2554315576905555456,2554315576905555456,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
2,10,2554315576908004864,2554315576908004864,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
2,7,2554315576909592576,2554315576909592576,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
4,10,2554315576910968320,2554315576910968320,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
1,7,2554315576918635520,2554315576918635520,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,SB,SB
7,11,2554315576924987904,2554315576924987904,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,7,2554315576953933312,2554315576953933312,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,10,2554315576968647680,2554315576968647680,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
1,10,2554315576968945152,2554315576968945152,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
2,11,2554315576972718592,2554315576972718592,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
7,11,2554315576976216064,2554315576976216064,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
7,10,2554315576989757440,2554315576989757440,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,7,2554315577000558080,2554315577000558080,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,7,2554315577003223040,2554315577003223040,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
10,11,2554315577009143808,2554315577009143808,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,10,2554315577027897856,2554315577027897856,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315577047712768,2554315577047712768,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,10,2554315577053496832,2554315577053496832,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315577054858240,2554315577054858240,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,10,2554315577056625152,2554315577056625152,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315577057753600,2554315577057753600,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,12,2554315577060617728,2554315577060617728,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,C'
1,12,2554315577065788416,2554315577065788416,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,HH
2,10,2554315577068025856,2554315577068025856,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315577068274688,2554315577068274688,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
7,10,2554315577082960384,2554315577082960384,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
7,11,2554315577086948352,2554315577086948352,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315577091430400,2554315577091430400,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,7,2554315577097434112,2554315577097434112,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
4,11,2554315577098684416,2554315577098684416,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
7,11,2554315577102465536,2554315577102465536,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315577107812864,2554315577107812864,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
10,11,2554315577111165440,2554315577111165440,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,9,2554315577122289664,2554315577122289664,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,C'
2,11,2554315577138167296,2554315577138167296,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
11,12,2554315577141603328,2554315577141603328,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,SB,SB
7,9,2554315577149089280,2554315577149089280,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
4,7,2554315577150211584,2554315577150211584,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,SB,SB
2,4,2554315577150272512,2554315577150272512,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,SB,SB
7,10,2554315577159084544,2554315577159084544,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
7,10,2554315577159115776,2554315577159115776,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,10,2554315577159688704,2554315577159688704,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
7,10,2554315577162020352,2554315577162020352,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
10,12,2554315577167984640,2554315577167984640,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,SB,SB
7,11,2554315577171365376,2554315577171365376,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
1,11,2554315577179017728,2554315577179017728,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
2,11,2554315577183526912,2554315577183526912,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
7,11,2554315577191386112,2554315577191386112,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
7,11,2554315577192762880,2554315577192762880,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
4,10,2554315577193801216,2554315577193801216,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
2,11,2554315577200262144,2554315577200262144,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315577203075072,2554315577203075072,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,4,2554315577204605952,2554315577204605952,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,SB,SB
4,11,2554315577204903424,2554315577204903424,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
2,10,2554315577205220864,2554315577205220864,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
7,10,2554315577212319232,2554315577212319232,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315577214245888,2554315577214245888,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
1,11,2554315577222641664,2554315577222641664,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
2,10,2554315577236091392,2554315577236091392,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
7,11,2554315577241587200,2554315577241587200,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,7,2554315577245597696,2554315577245597696,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,11,2554315577262724096,2554315577262724096,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
7,10,2554315577265927680,2554315577265927680,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
7,11,2554315577283734528,2554315577283734528,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315577285965824,2554315577285965824,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,10,2554315577292638208,2554315577292638208,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315577293454336,2554315577293454336,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,10,2554315577307159040,2554315577307159040,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
7,11,2554315577309799936,2554315577309799936,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315577310475264,2554315577310475264,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,4,2554315577321996288,2554315577321996288,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,SB,SB
7,10,2554315577323230208,2554315577323230208,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,10,2554315577327265280,2554315577327265280,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315577338008064,2554315577338008064,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,12,2554315577343751168,2554315577343751168,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,C'
2,10,2554315577361142272,2554315577361142272,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
4,7,2554315577365574656,2554315577365574656,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,SB,SB
2,4,2554315577365574656,2554315577365574656,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,SB,SB
2,7,2554315577365574656,2554315577365574656,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,10,2554315577366331392,2554315577366331392,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
7,10,2554315577372578816,2554315577372578816,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
1,10,2554315577376569344,2554315577376569344,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
10,11,2554315577384913408,2554315577384913408,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
7,10,2554315577400335872,2554315577400335872,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
7,11,2554315577400486400,2554315577400486400,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,10,2554315577401214464,2554315577401214464,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315577415456256,2554315577415456256,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,10,2554315577417478656,2554315577417478656,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
2,7,2554315577421035008,2554315577421035008,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
7,11,2554315577425032704,2554315577425032704,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
7,10,2554315577425985536,2554315577425985536,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,7,2554315577428889600,2554315577428889600,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
1,10,2554315577438803456,2554315577438803456,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,C'
2,11,2554315577457585664,2554315577457585664,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
2,7,2554315577457885184,2554315577457885184,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,7,2554315577461739520,2554315577461739520,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,10,2554315577472330240,2554315577472330240,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315577473387520,2554315577473387520,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
7,10,2554315577486539264,2554315577486539264,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
2,10,2554315577486539264,2554315577486539264,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
2,7,2554315577486539264,2554315577486539264,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
10,11,2554315577490781696,2554315577490781696,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
7,10,2554315577491074560,2554315577491074560,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,C,VV
10,11,2554315577492177408,2554315577492177408,2025-06-18--17h-40m-14s,H,H,2025-06-18--17h-39m-47s,DB_V,VV
2,10,2554315577493718016,2554315577493718016,2025-06-18--17h-40m-15s,H,H,2025-06-18--17h-39m-47s,C,VV
