Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,38524,35955,43790,31056,82314,67011
1,D,50640,22609,42546,32882,93186,55491
2,R,65107,5197,84564,1212,149671,6409
3,V,30977,44940,42144,32749,73121,77689
4,A,18832,59369,43661,32212,62493,91581
5,L,4205,76899,564,64544,4769,141443
