,Measurement Basis,TT,TR,RT,RR
0,H,136011,5882,169468,4773
1,D,97694,46146,114682,49210
2,R,68349,77519,95883,64234
3,V,5679,140578,12336,126580
4,A,44200,100768,59325,92704
5,L,73839,71288,75404,79654
